name: 5df9ce68-9530-437c-b742-418db35f1dea num_items: 0
token, class_id, token_value, token_tf, token_df
секвойя, @default_class, 0.0, 20.0, 4.0
декларация, @default_class, 0.0, 116.0, 53.0
благовещенск, @default_class, 0.0, 4.0, 3.0
посещение, @default_class, 0.0, 1324.0, 642.0
сломаться, @default_class, -0.333333343267, 224.0, 68.0
целое, @default_class, 0.0, 689.0, 643.0
ещ, @default_class, 0.0, 2760.0, 1463.0
вв, @default_class, 0.0, 90.0, 32.0
шл, @default_class, 0.0, 12.0, 8.0
ограничиваться, @default_class, 0.0, 195.0, 47.0
шанс, @default_class, 0.25, 283.0, 120.0
сотовый, @default_class, 0.0, 375.0, 288.0
оригинал, @default_class, 0.0, 515.0, 206.0
предназначать, @default_class, 0.0, 206.0, 64.0
проводиться, @default_class, 0.0, 1133.0, 230.0
семейный, @default_class, 0.0, 114.0, 107.0
убеждать, @default_class, 0.0, 1468.0, 305.0
бездушный, @default_class, 0.0, 21.0, 17.0
выключать, @default_class, 0.0, 249.0, 68.0
дескать, @default_class, 0.0, 96.0, 83.0
тоже, @default_class, 0.0, 3021.0, 2517.0
овердрафт, @default_class, 0.0, 1369.0, 532.0
форс, @default_class, 0.0, 58.0, 31.0
разговаривать, @default_class, 0.0, 2438.0, 628.0
бракованный, @default_class, 0.0, 9.0, 6.0
специалист, @default_class, 0.0, 7768.0, 2773.0
требуемый, @default_class, 0.0, 23.0, 23.0
заведомо, @default_class, 0.0, 116.0, 110.0
иркутский, @default_class, 0.0, 43.0, 30.0
птица, @default_class, 0.0, 8.0, 5.0
вешать, @default_class, -0.333333343267, 166.0, 49.0
скучный, @default_class, -0.5, 8.0, 5.0
еда, @default_class, 0.0833333358169, 86.0, 52.0
галка, @default_class, 0.0, 20.0, 14.0
командировочный, @default_class, 0.0, 6.0, 6.0
эквифакс, @default_class, 0.0, 83.0, 53.0
одевать, @default_class, 0.0, 73.0, 23.0
проигнорировать, @default_class, 0.0, 383.0, 105.0
увд, @default_class, 0.0, 7.0, 6.0
будний_день, @default_class, 0.0, 1.0, 1.0
прочь, @default_class, 0.0, 15.0, 7.0
пункт, @default_class, 0.0, 2218.0, 826.0
прослушивание, @default_class, 0.0, 69.0, 33.0
расставаться, @default_class, -0.333333343267, 240.0, 90.0
февраль, @default_class, 0.0, 1561.0, 908.0
служебный, @default_class, 0.0, 213.0, 191.0
вериться, @default_class, 0.0, 152.0, 32.0
поддержка_служба, @default_class, 0.0, 581.0, 367.0
пропустить, @default_class, 0.0, 153.0, 60.0
лайн, @default_class, 0.0, 338.0, 181.0
испортиться, @default_class, -0.5, 195.0, 60.0
галстук, @default_class, 0.0, 16.0, 8.0
зачислять_средство, @default_class, 0.0, 87.0, 55.0
продолжительность, @default_class, 0.0, 24.0, 15.0
пристав, @default_class, 0.0, 1121.0, 369.0
низкий, @default_class, 0.0, 645.0, 436.0
ненадежный, @default_class, -0.5, 55.0, 27.0
пмж, @default_class, 0.0, 7.0, 7.0
объект, @default_class, 0.0, 300.0, 153.0
проц, @default_class, 0.0, 3.0, 3.0
добавочный, @default_class, 0.0, 45.0, 37.0
судебный, @default_class, 0.0, 784.0, 465.0
серьезность, @default_class, 0.0, 16.0, 11.0
встречный, @default_class, 0.0, 28.0, 27.0
помогать, @default_class, 0.125, 8816.0, 2548.0
напор, @default_class, 0.0, 9.0, 6.0
далекий, @default_class, -0.166666671634, 186.0, 89.0
проходить, @default_class, 0.0, 18319.0, 3541.0
попахивать, @default_class, -0.5, 78.0, 24.0
арест, @default_class, -0.333333343267, 489.0, 169.0
девчата, @default_class, 0.0, 17.0, 13.0
й, @default_class, 0.0, 819.0, 451.0
терять, @default_class, -0.125, 1730.0, 447.0
кобрендинговый, @default_class, 0.0, 20.0, 18.0
коммунальный_услуга, @default_class, 0.0, 3.0, 3.0
туалет, @default_class, 0.0, 28.0, 18.0
ренессанс, @default_class, 0.0, 27.0, 17.0
доверенность, @default_class, 0.0, 1052.0, 261.0
русский_язык, @default_class, 0.0, 2.0, 2.0
приравниваться, @default_class, 0.0, 55.0, 12.0
перевыпуск, @default_class, 0.0, 1642.0, 697.0
развернутый, @default_class, 0.0, 37.0, 32.0
ипотечный_кредит, @default_class, 0.0, 13.0, 13.0
развлечение, @default_class, 0.0, 25.0, 10.0
обрыв, @default_class, 0.0, 5.0, 5.0
огорошивать, @default_class, 0.0, 74.0, 15.0
же, @default_class, 0.0, 15589.0, 8684.0
взволновать, @default_class, 0.0, 16.0, 5.0
иметься, @default_class, 0.0, 3924.0, 1054.0
похоже, @default_class, 0.0, 348.0, 212.0
отделение_приезжать, @default_class, 0.0, 159.0, 115.0
посад, @default_class, 0.0, 33.0, 15.0
банкнот, @default_class, 0.0, 33.0, 24.0
операционист, @default_class, 0.0, 2330.0, 1105.0
вопрос_резонный, @default_class, 0.0, 1.0, 1.0
выдавать, @default_class, 0.0, 18502.0, 3827.0
перелом, @default_class, 0.0, 10.0, 7.0
нагло, @default_class, 0.0, 253.0, 125.0
вкусный, @default_class, 0.5, 31.0, 26.0
дотягивать, @default_class, 0.0, 96.0, 23.0
процент, @default_class, 0.0, 5273.0, 2365.0
взрослый, @default_class, 0.0, 33.0, 24.0
экономический, @default_class, 0.0, 82.0, 78.0
списание_средство, @default_class, 0.0, 443.0, 243.0
век_двор, @default_class, 0.0, 4.0, 2.0
высоко, @default_class, 0.0, 519.0, 278.0
пожизненно, @default_class, 0.0, 3.0, 3.0
приставать, @default_class, 0.0, 52.0, 5.0
признание, @default_class, 0.0, 138.0, 47.0
код_пин, @default_class, 0.0, 24.0, 21.0
начальница, @default_class, 0.0, 121.0, 61.0
штрафной, @default_class, -0.166666671634, 196.0, 159.0
общий, @default_class, 0.0, 3299.0, 2383.0
проявляться, @default_class, 0.0, 116.0, 26.0
превышать, @default_class, -0.166666671634, 1077.0, 281.0
действительно, @default_class, 0.0, 1361.0, 1182.0
кол, @default_class, 0.0, 463.0, 293.0
пособие, @default_class, 0.0, 96.0, 45.0
проявлять, @default_class, 0.0, 1123.0, 274.0
задумывать, @default_class, 0.0, 57.0, 22.0
впрочем, @default_class, 0.0, 144.0, 121.0
нововведение, @default_class, 0.0, 66.0, 41.0
безвозвратно, @default_class, 0.0, 19.0, 19.0
опечатывать, @default_class, 0.0, 41.0, 12.0
означенный, @default_class, 0.0, 6.0, 6.0
летие, @default_class, 0.0, 15.0, 10.0
олень, @default_class, 0.0, 6.0, 2.0
лаконичный, @default_class, 0.4375, 18.0, 6.0
потреба, @default_class, 0.0, 259.0, 185.0
нить, @default_class, 0.0, 29.0, 18.0
обязывать, @default_class, 0.0, 1828.0, 362.0
вл, @default_class, 0.0, 26.0, 13.0
ознакомляться, @default_class, 0.0, 721.0, 224.0
один, @default_class, 0.0, 12706.0, 6606.0
информирование, @default_class, 0.0, 858.0, 394.0
социальный, @default_class, 0.0, 55.0, 52.0
разочарование, @default_class, -0.333333343267, 221.0, 131.0
свет, @default_class, 0.0, 145.0, 119.0
преимущественно, @default_class, 0.0, 14.0, 14.0
заполнять_заявление, @default_class, 0.0, 244.0, 127.0
налагать, @default_class, 0.0, 660.0, 134.0
брак_свидетельство, @default_class, 0.0, 15.0, 6.0
италия, @default_class, 0.0, 45.0, 25.0
качественно, @default_class, 0.0, 183.0, 169.0
трейд, @default_class, 0.0, 14.0, 12.0
умолять, @default_class, -0.166666671634, 111.0, 28.0
опускать, @default_class, 0.0, 287.0, 66.0
сбербанковский, @default_class, 0.0, 22.0, 19.0
постоянный, @default_class, 0.0, 863.0, 723.0
взять, @default_class, 0.0, 14109.0, 3418.0
пара, @default_class, 0.0, 2183.0, 1239.0
становиться, @default_class, 0.0, 20554.0, 3452.0
действительный, @default_class, 0.0, 310.0, 106.0
говорить_звонить, @default_class, 0.0, 270.0, 93.0
начинать, @default_class, 0.0, 14464.0, 2829.0
район, @default_class, 0.0, 610.0, 334.0
связанный, @default_class, 0.0, 820.0, 211.0
странно, @default_class, 0.0, 826.0, 322.0
млн, @default_class, 0.0, 538.0, 261.0
непредоставление, @default_class, 0.0, 17.0, 10.0
абстрактный, @default_class, 0.0, 12.0, 10.0
организационный, @default_class, 0.0, 6.0, 6.0
приветливо, @default_class, 0.0, 63.0, 56.0
архангельск, @default_class, 0.0, 55.0, 30.0
квитанция, @default_class, 0.0, 592.0, 288.0
клиент_являться, @default_class, 0.0, 779.0, 530.0
сейчас, @default_class, 0.0, 3334.0, 2701.0
псб, @default_class, 0.0, 38.0, 18.0
находиться, @default_class, 0.0, 10748.0, 2428.0
обеспечивать, @default_class, 0.166666671634, 823.0, 203.0
негативный_отзыв, @default_class, 0.0, 12.0, 12.0
праздник, @default_class, 0.0, 672.0, 403.0
успокаиваться, @default_class, 0.375, 405.0, 119.0
московский, @default_class, 0.0, 819.0, 639.0
неорганизованный, @default_class, 0.0, 7.0, 5.0
добровольно, @default_class, 0.0, 170.0, 143.0
не_являться, @default_class, 0.0, 9.0, 9.0
комиссия, @default_class, 0.0, 5354.0, 1806.0
наглый, @default_class, -0.666666686535, 160.0, 131.0
назначать, @default_class, 0.0, 1094.0, 386.0
довольно, @default_class, 0.0, 540.0, 482.0
ул, @default_class, 0.0, 3195.0, 1797.0
наносить, @default_class, -0.10000000149, 254.0, 74.0
рф, @default_class, 0.0, 1824.0, 928.0
казначейство, @default_class, 0.0, 8.0, 5.0
подход, @default_class, 0.0, 1138.0, 462.0
брокерский, @default_class, 0.0, 234.0, 140.0
мало, @default_class, 0.0, 5209.0, 1716.0
переезжать, @default_class, 0.0, 414.0, 107.0
собственно, @default_class, 0.0, 560.0, 492.0
осадок, @default_class, 0.0, 227.0, 149.0
стыдно, @default_class, 0.0, 216.0, 80.0
продукт, @default_class, 0.0, 3088.0, 1386.0
октябрьский, @default_class, 0.0, 212.0, 182.0
регистрация, @default_class, 0.0, 858.0, 462.0
порядочность, @default_class, 0.0, 48.0, 30.0
доказательство, @default_class, 0.0, 371.0, 154.0
вразумительный, @default_class, 0.0, 191.0, 183.0
заблуждение, @default_class, -0.125, 415.0, 347.0
строить, @default_class, 0.0, 109.0, 34.0
такой, @default_class, 0.0, 15554.0, 8939.0
обыденный, @default_class, 0.0, 5.0, 4.0
продержать, @default_class, 0.0, 91.0, 17.0
портмоне, @default_class, 0.0, 11.0, 5.0
пт, @default_class, 0.0, 14.0, 12.0
субъективный, @default_class, -0.142857149243, 28.0, 26.0
отключаться, @default_class, 0.0, 345.0, 86.0
просьба, @default_class, 0.0, 5575.0, 2139.0
внутренний_расследование, @default_class, 0.0, 1.0, 1.0
отдавать, @default_class, -0.166666671634, 3829.0, 1049.0
закуток, @default_class, 0.0, 35.0, 8.0
ростов, @default_class, 0.0, 118.0, 87.0
замешательство, @default_class, -0.5, 53.0, 34.0
армия, @default_class, 0.0, 87.0, 49.0
трезвый, @default_class, 0.5, 9.0, 8.0
оборона, @default_class, 0.10000000149, 25.0, 19.0
страхование, @default_class, 0.0, 4541.0, 1285.0
недействительный, @default_class, 0.0, 202.0, 89.0
славный, @default_class, 0.0, 34.0, 31.0
наблюдение, @default_class, 0.0, 94.0, 59.0
производить, @default_class, 0.0, 5135.0, 1047.0
загнать, @default_class, 0.0, 124.0, 33.0
абон, @default_class, 0.0, 7.0, 6.0
комната, @default_class, 0.0, 168.0, 91.0
позволение, @default_class, 0.0, 17.0, 16.0
отвечать, @default_class, 0.0, 26711.0, 4656.0
метаться, @default_class, 0.0, 33.0, 11.0
опекун, @default_class, 0.0, 7.0, 4.0
исполнительный, @default_class, 0.0, 469.0, 211.0
печатать, @default_class, 0.0, 300.0, 82.0
продавец, @default_class, 0.0, 585.0, 293.0
полностью, @default_class, 0.166666671634, 1175.0, 1022.0
ежемесячный, @default_class, 0.0, 1499.0, 1011.0
организация_сторонний, @default_class, 0.0, 1.0, 1.0
жулик, @default_class, -0.875, 29.0, 19.0
орел, @default_class, 0.0, 30.0, 13.0
запутывать, @default_class, -0.333333343267, 121.0, 35.0
ковыряться, @default_class, -0.5, 47.0, 10.0
считать, @default_class, 0.0, 10831.0, 2038.0
одинаково, @default_class, 0.0, 24.0, 20.0
перепроверять, @default_class, 0.0, 207.0, 76.0
роспотребнадзор, @default_class, 0.0, 271.0, 228.0
гудок_короткий, @default_class, 0.0, 4.0, 3.0
закон_установленный, @default_class, 0.0, 11.0, 10.0
лк, @default_class, 0.0, 26.0, 20.0
переадресация, @default_class, 0.0, 15.0, 8.0
неразумный, @default_class, -0.333333343267, 10.0, 7.0
страховщик, @default_class, 0.0, 96.0, 54.0
наизусть, @default_class, 0.0, 47.0, 45.0
поддерживать, @default_class, 0.0, 531.0, 148.0
намеренно, @default_class, 0.0, 92.0, 80.0
повергать, @default_class, 0.0, 158.0, 33.0
односторонний, @default_class, 0.0, 243.0, 214.0
вычесть, @default_class, 0.0, 52.0, 19.0
трубочка, @default_class, 0.0, 6.0, 6.0
упс, @default_class, 0.0, 12.0, 9.0
рамка, @default_class, 0.0, 815.0, 478.0
банк_сотрудник, @default_class, 0.0, 1799.0, 1060.0
враг, @default_class, -0.333333343267, 43.0, 24.0
партнер, @default_class, 0.0, 475.0, 250.0
неурядица, @default_class, 0.0, 15.0, 5.0
радостный, @default_class, 0.20000000298, 166.0, 137.0
корректировка, @default_class, 0.0, 86.0, 52.0
управа, @default_class, 0.0, 14.0, 8.0
киоск, @default_class, 0.0, 11.0, 5.0
оформлять, @default_class, 0.0, 20778.0, 4331.0
стерлинг, @default_class, 0.0, 30.0, 22.0
категоричный, @default_class, -0.20000000298, 83.0, 50.0
конечно, @default_class, 0.0, 2554.0, 1948.0
открытость, @default_class, 0.0, 34.0, 16.0
договор_подписывать, @default_class, 0.0, 428.0, 181.0
реплика, @default_class, 0.0, 63.0, 24.0
остальной, @default_class, 0.0, 675.0, 618.0
достоинство, @default_class, 0.25, 126.0, 81.0
никак, @default_class, 0.0, 1080.0, 952.0
угождать, @default_class, -0.166666671634, 66.0, 13.0
снимать, @default_class, 0.0, 15733.0, 2880.0
спасибо, @default_class, 0.300000011921, 5346.0, 2396.0
подсовывать, @default_class, 0.0, 353.0, 69.0
зный, @default_class, 0.0, 13.0, 13.0
горох, @default_class, 0.0, 7.0, 5.0
шаг, @default_class, 0.0, 404.0, 175.0
вредный, @default_class, -0.666666686535, 9.0, 9.0
груз, @default_class, 0.0, 35.0, 26.0
предполагать, @default_class, 0.0, 1606.0, 341.0
ранний, @default_class, 0.0, 75.0, 68.0
руб_сумма, @default_class, 0.0, 185.0, 120.0
лицо_третий, @default_class, 0.0, 6.0, 4.0
рыться, @default_class, 0.0, 43.0, 13.0
тыс, @default_class, 0.0, 2193.0, 1031.0
эффективный, @default_class, 0.5, 97.0, 73.0
зависать, @default_class, 0.0, 1241.0, 411.0
социально, @default_class, 0.0, 3.0, 3.0
неимоверно, @default_class, 0.0, 10.0, 10.0
бабка, @default_class, -0.5, 20.0, 11.0
сидеть, @default_class, -0.166666671634, 5499.0, 1174.0
колебание, @default_class, 0.0, 18.0, 14.0
налоговый, @default_class, 0.0, 399.0, 238.0
определитель, @default_class, 0.0, 5.0, 5.0
принимать_решение, @default_class, 0.0, 620.0, 327.0
вязаться, @default_class, 0.0, 70.0, 13.0
средство, @default_class, 0.0, 11098.0, 4186.0
вознаграждение, @default_class, 0.300000011921, 219.0, 91.0
км, @default_class, 0.0, 260.0, 173.0
полный, @default_class, 0.0, 2719.0, 2077.0
процессинговый, @default_class, 0.0, 15.0, 11.0
ущемлять, @default_class, -0.357142865658, 72.0, 20.0
видеть, @default_class, 0.0, 9744.0, 1907.0
напоминалка, @default_class, 0.0, 9.0, 5.0
заявление_подписывать, @default_class, 0.0, 190.0, 95.0
отфутболивание, @default_class, 0.0, 26.0, 15.0
неприемлемо, @default_class, 0.0, 51.0, 27.0
поочередно, @default_class, 0.0, 13.0, 13.0
называть, @default_class, 0.0, 4362.0, 1256.0
внимание, @default_class, 0.0833333358169, 1885.0, 1308.0
обслуживающий, @default_class, 0.0, 137.0, 111.0
информация_ложный, @default_class, 0.0, 28.0, 27.0
д, @default_class, 0.0, 3923.0, 2270.0
франшиза, @default_class, 0.0, 4.0, 4.0
подводить, @default_class, 0.0, 617.0, 171.0
скрывать, @default_class, 0.0, 532.0, 142.0
фев, @default_class, 0.0, 8.0, 5.0
калуга, @default_class, 0.0, 50.0, 35.0
зачисляться, @default_class, 0.0, 842.0, 200.0
обращаться_суд, @default_class, 0.0, 26.0, 20.0
поступление, @default_class, 0.0, 879.0, 406.0
перебор, @default_class, -0.166666671634, 100.0, 37.0
русславбанк, @default_class, 0.0, 3.0, 2.0
неожиданный, @default_class, 0.25, 81.0, 67.0
местный, @default_class, 0.166666671634, 354.0, 278.0
угрожать, @default_class, 0.0, 969.0, 233.0
сотрудничество, @default_class, 0.0, 924.0, 556.0
взнос_страховой, @default_class, 0.0, 1.0, 1.0
качество, @default_class, 0.0, 1920.0, 1151.0
лидировать, @default_class, 0.0, 19.0, 11.0
осматривать, @default_class, 0.0, 61.0, 17.0
простота, @default_class, 0.0, 31.0, 23.0
прощать, @default_class, 0.142857149243, 1007.0, 269.0
разочаровываться, @default_class, 0.0, 347.0, 113.0
низ, @default_class, 0.0, 7.0, 5.0
маршрут, @default_class, 0.0, 25.0, 20.0
почетный, @default_class, 0.0, 7.0, 7.0
неадекватный, @default_class, -0.5, 65.0, 54.0
литр, @default_class, 0.0, 2.0, 2.0
длительный, @default_class, 0.0, 370.0, 326.0
жд, @default_class, 0.0, 302.0, 108.0
объяснять, @default_class, 0.0, 18762.0, 3394.0
растворяться, @default_class, 0.0, 25.0, 9.0
ключевой, @default_class, 0.0, 66.0, 62.0
раздолбайство, @default_class, 0.0, 17.0, 11.0
позвонить, @default_class, 0.0, 35744.0, 5530.0
обман, @default_class, -0.375, 772.0, 363.0
подводный, @default_class, 0.0, 48.0, 48.0
много, @default_class, -0.166666671634, 10390.0, 4675.0
издалека, @default_class, 0.0, 12.0, 12.0
виновный, @default_class, -0.75, 171.0, 108.0
ответ_утвердительный, @default_class, 0.0, 1.0, 1.0
неразрешенный, @default_class, 0.0, 8.0, 8.0
заканчивать, @default_class, 0.0, 954.0, 311.0
допы, @default_class, 0.0, 1410.0, 658.0
сервис, @default_class, 0.0, 2193.0, 1174.0
спать, @default_class, 0.0, 440.0, 156.0
офф, @default_class, 0.0, 4.0, 4.0
работник, @default_class, 0.0, 2332.0, 1150.0
хватать, @default_class, 0.0, 2505.0, 523.0
надрыв, @default_class, 0.0, 1.0, 1.0
половина, @default_class, 0.0, 781.0, 395.0
возникать, @default_class, 0.0, 9254.0, 1993.0
выдавать_чек, @default_class, 0.0, 30.0, 23.0
оказывать, @default_class, 0.0, 1324.0, 362.0
взыскание_служба, @default_class, 0.0, 31.0, 19.0
принимать, @default_class, 0.0, 19538.0, 3796.0
курировать, @default_class, 0.0, 80.0, 24.0
волшебный, @default_class, 0.833333313465, 102.0, 85.0
промсвязь, @default_class, 0.0, 6.0, 6.0
каково_удивление, @default_class, 0.0, 8.0, 6.0
вытаскивать, @default_class, 0.166666671634, 176.0, 58.0
андеррайтинг, @default_class, 0.0, 12.0, 7.0
кивать, @default_class, 0.0, 71.0, 20.0
ужасать, @default_class, -0.333333343267, 28.0, 10.0
бездействовать, @default_class, 0.0, 31.0, 9.0
гонорар, @default_class, 0.0, 10.0, 6.0
пересечение, @default_class, 0.0, 31.0, 20.0
особа, @default_class, 0.0, 38.0, 19.0
тестирование, @default_class, 0.0, 30.0, 20.0
инициатор, @default_class, 0.0, 17.0, 9.0
затем, @default_class, 0.0, 1086.0, 914.0
заезжать, @default_class, 0.0, 1115.0, 256.0
быть, @default_class, 0.0, 38441.0, 7263.0
отлаживать, @default_class, 0.0, 135.0, 38.0
металл, @default_class, 0.0, 66.0, 27.0
собранный, @default_class, 0.0, 8.0, 8.0
подлый, @default_class, 0.0, 22.0, 10.0
расценивать, @default_class, 0.0, 331.0, 84.0
спокойно, @default_class, 0.0, 587.0, 493.0
косметика, @default_class, 0.0, 5.0, 5.0
свобода, @default_class, 0.25, 119.0, 69.0
пример, @default_class, 0.0, 850.0, 416.0
каменск, @default_class, 0.0, 4.0, 4.0
лить, @default_class, 0.0, 28.0, 10.0
клятвенный, @default_class, 0.0, 32.0, 32.0
новосибирск, @default_class, 0.0, 268.0, 166.0
негосударственный, @default_class, 0.0, 19.0, 17.0
спрашивать, @default_class, 0.0, 12433.0, 2394.0
плакат, @default_class, 0.0, 43.0, 16.0
продлять, @default_class, 0.0, 520.0, 155.0
рубль, @default_class, 0.0, 10214.0, 4047.0
внятно, @default_class, 0.0, 124.0, 113.0
велено, @default_class, 0.0, 9.0, 3.0
аэропорт, @default_class, 0.0, 342.0, 170.0
бухгалтер, @default_class, 0.0, 290.0, 148.0
предвещать, @default_class, 0.0, 96.0, 25.0
смех, @default_class, 0.0, 62.0, 43.0
рассуждать, @default_class, 0.0, 36.0, 9.0
уходить, @default_class, 0.0, 7847.0, 1937.0
насмешка, @default_class, 0.0, 20.0, 15.0
подозрительный, @default_class, -0.333333343267, 115.0, 89.0
вдаваться, @default_class, 0.0, 111.0, 31.0
ленивый, @default_class, -0.375, 29.0, 18.0
оставлять, @default_class, -0.166666671634, 9649.0, 2278.0
ум, @default_class, 0.0, 207.0, 132.0
жениться, @default_class, 0.0, 30.0, 9.0
хлеб, @default_class, 0.0, 17.0, 17.0
родственница, @default_class, 0.0, 36.0, 22.0
опечаливать, @default_class, 0.0, 29.0, 7.0
ровный, @default_class, 0.0, 79.0, 78.0
перенести, @default_class, 0.0, 557.0, 147.0
ак, @default_class, 0.0, 52.0, 28.0
надобность, @default_class, 0.0, 36.0, 27.0
увезти, @default_class, 0.0, 32.0, 11.0
январь, @default_class, 0.0, 1600.0, 949.0
различный, @default_class, 0.0, 396.0, 345.0
безразличие, @default_class, -0.699999988079, 101.0, 60.0
светлый, @default_class, 0.5, 43.0, 42.0
задавать, @default_class, 0.0, 3489.0, 750.0
тупой, @default_class, -0.333333343267, 113.0, 51.0
связываться, @default_class, 0.0, 6755.0, 1586.0
компетенция, @default_class, 0.0, 277.0, 148.0
профессия, @default_class, 0.0, 21.0, 16.0
материнский, @default_class, 0.0, 118.0, 77.0
семеновский, @default_class, 0.0, 129.0, 90.0
пипец, @default_class, 0.0, 12.0, 9.0
специалистка, @default_class, 0.0, 24.0, 11.0
член, @default_class, 0.0, 76.0, 41.0
стоять, @default_class, 0.0, 5999.0, 1300.0
лишаться, @default_class, -0.40000000596, 313.0, 81.0
раскрываться, @default_class, 0.0, 27.0, 5.0
премировать, @default_class, 0.0, 50.0, 20.0
толково, @default_class, 0.0, 27.0, 17.0
удобно, @default_class, 0.0, 2383.0, 683.0
пропускать, @default_class, 0.0, 699.0, 180.0
прямо, @default_class, 0.0, 450.0, 419.0
директор, @default_class, 0.0, 1814.0, 789.0
подопечный, @default_class, 0.0, 4.0, 3.0
грамота, @default_class, 0.0, 51.0, 18.0
банк_клиент, @default_class, 0.0, 1633.0, 1306.0
размещ, @default_class, 0.0, 18.0, 7.0
выкупать, @default_class, 0.0, 178.0, 60.0
объективно, @default_class, 0.0, 36.0, 29.0
кредитовать, @default_class, 0.0, 117.0, 43.0
расширение, @default_class, 0.0, 46.0, 25.0
имущественный, @default_class, 0.0, 24.0, 18.0
вернуть_средство, @default_class, 0.0, 245.0, 151.0
уклоняться, @default_class, -0.333333343267, 119.0, 34.0
аутентификация, @default_class, 0.0, 22.0, 13.0
нарушение, @default_class, -0.5, 1555.0, 559.0
возможно, @default_class, 0.0, 2876.0, 1050.0
реально, @default_class, 0.0, 389.0, 298.0
применимый, @default_class, 0.0, 40.0, 6.0
сложность, @default_class, 0.0, 516.0, 301.0
тонкость, @default_class, -0.166666671634, 110.0, 64.0
подразумеваться, @default_class, 0.0, 91.0, 19.0
специализированный, @default_class, 0.0, 11.0, 10.0
являться, @default_class, 0.0, 25983.0, 4865.0
грянуть, @default_class, 0.0, 22.0, 7.0
персонально, @default_class, 0.0, 70.0, 48.0
дождаться, @default_class, 0.0, 2528.0, 705.0
достаточность, @default_class, 0.0, 9.0, 8.0
мужик, @default_class, 0.10000000149, 32.0, 20.0
искренне, @default_class, 0.0, 211.0, 189.0
оскол, @default_class, 0.0, 37.0, 13.0
руб, @default_class, 0.0, 5401.0, 2352.0
атрибут, @default_class, 0.0, 32.0, 11.0
попробовать, @default_class, 0.0, 2542.0, 700.0
крона, @default_class, 0.0, 34.0, 14.0
бухгалтерия, @default_class, 0.0, 313.0, 205.0
своеобразный, @default_class, 0.125, 6.0, 6.0
законодательство, @default_class, 0.0, 436.0, 268.0
коммунальный_платеж, @default_class, 0.0, 1.0, 1.0
вводить, @default_class, 0.0, 4685.0, 1004.0
специально, @default_class, 0.0, 567.0, 530.0
издержка, @default_class, 0.0, 23.0, 16.0
усталый, @default_class, -0.333333343267, 11.0, 9.0
приглянуться, @default_class, 0.0, 35.0, 7.0
непременно, @default_class, 0.0, 31.0, 31.0
проклинать, @default_class, -0.666666686535, 53.0, 16.0
ресторан, @default_class, 0.0, 95.0, 52.0
данный, @default_class, 0.0, 11555.0, 6245.0
время_тратить, @default_class, 0.0, 439.0, 289.0
обычный, @default_class, 0.0, 715.0, 595.0
защита_право, @default_class, 0.0, 397.0, 246.0
поглощение, @default_class, 0.0, 11.0, 10.0
скреплять, @default_class, 0.0, 19.0, 8.0
повышать, @default_class, 0.125, 712.0, 213.0
рисковать, @default_class, -0.333333343267, 234.0, 73.0
несогласие, @default_class, 0.0, 158.0, 90.0
отдаваться, @default_class, 0.0, 27.0, 8.0
изготавливать, @default_class, 0.0, 302.0, 86.0
одобрение, @default_class, 0.0, 1889.0, 1002.0
жирный, @default_class, -0.25, 57.0, 54.0
отрицать, @default_class, 0.0, 221.0, 44.0
объем, @default_class, 0.0, 588.0, 346.0
страшно, @default_class, 0.0, 207.0, 99.0
бонус, @default_class, 0.5, 1019.0, 420.0
оборачиваться, @default_class, 0.0, 49.0, 10.0
ваш, @default_class, 0.0, 8616.0, 4812.0
владелец, @default_class, 0.0, 795.0, 407.0
форма, @default_class, 0.0, 2135.0, 1052.0
потребовать, @default_class, 0.0, 1795.0, 406.0
уссурийск, @default_class, 0.0, 22.0, 10.0
лимит, @default_class, 0.0, 4122.0, 1174.0
пропадать, @default_class, -0.333333343267, 1314.0, 339.0
кадры_отдел, @default_class, 0.0, 23.0, 15.0
работница, @default_class, 0.0, 71.0, 51.0
лететь, @default_class, 0.0, 128.0, 58.0
отписываться, @default_class, 0.0, 332.0, 97.0
беспокойство, @default_class, -0.5, 57.0, 39.0
эмитент, @default_class, 0.0, 136.0, 65.0
прокурор, @default_class, 0.0, 3.0, 2.0
смс, @default_class, 0.0, 7917.0, 3096.0
висение, @default_class, 0.0, 5.0, 5.0
просрочка, @default_class, 0.0, 3659.0, 1723.0
кузьминки, @default_class, 0.0, 54.0, 33.0
дед, @default_class, 0.333333343267, 13.0, 9.0
острый, @default_class, -0.20000000298, 45.0, 35.0
высасывать, @default_class, 0.0, 11.0, 5.0
клик, @default_class, 0.0, 34.0, 15.0
именной, @default_class, 0.0, 85.0, 57.0
алексеевское, @default_class, 0.0, 3.0, 3.0
главное, @default_class, 0.0, 1209.0, 539.0
всякое, @default_class, 0.0, 41.0, 40.0
устанавливать, @default_class, 0.0, 2789.0, 619.0
презентовать, @default_class, 0.0, 36.0, 11.0
отдача, @default_class, 0.0, 5.0, 4.0
возникать_проблема, @default_class, 0.0, 274.0, 165.0
компьютер, @default_class, 0.0, 718.0, 550.0
частный, @default_class, 0.0, 163.0, 150.0
невольный, @default_class, -0.166666671634, 6.0, 6.0
надлежащий_образ, @default_class, 0.0, 3.0, 2.0
съем, @default_class, 0.0, 3.0, 2.0
